Index,Compound name,A site,A'site,B site,B'site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,Q_R-,Q_R+,Q_T,Q_AFE_(A),Q_AFE_(O),CD_(2D),CD_(3D),target_label
Comp_106,NaYFeReO6_L,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,-149.377594,4.89785344,5.540253,5.290708,7.596417,90.17775,89.997887,89.994514,222.664053,P21,4,P4/nmm,129,5.903,3.747,0.859,0.008118667,0.052,0.0465,0,2.121,6.174,0.817,0.312,0.4255,6.0795,0.624,0.951,4.584,1.557666667,3.465833333,-0.036876256,-0.037470125,0.005178049,0.005178049,0.065244633,0.065129309,-0.018015453,0.017718848,0.03717319,0.005178049,0.065186971,0.01786715,0.037532096,0.067591244,14.4395016,26.93660171,0,1.2705,1.5292,0.4113,0.4424,0.0839,0,1
Comp_107,NaYFeReO6_R,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,-149.208981,4.89785344,5.540253,5.290708,7.596417,90.17775,89.997887,89.994514,222.664053,Pc,7,F-4 3m,216,5.903,4.1005,1.396,0.04125,0.054,0.049,0,2.121,6.17,0.827,0.366,0.541,5.908,0.588,0.882,4.602,1.555833333,3.470666667,0.04555427,-0.044264344,-0.010649926,-0.010649926,0.071345202,-1.044264344,0.018528822,0.018497655,0.044909307,0.010649926,0.557804773,0.018513239,0.046154813,0.55811191,15.81765275,20.1811553,0,1.2021,1.7098,0.53505,0,0,0.159,2
Comp_108,NaYMnReO6_C,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,-153.377732,4.4105,5.602695,5.362853,7.657366,89.945045,90.518463,89.000954,230.032002,P-1,2,P42/mmc,131,7.615,4.4715,0.6835,0.00714575,0.053,0.048,0,2.121,6.166,0.8215,0.218,6.2175,4.949,0.6235,0.9725,4.5285,1.558833333,3.461083333,0.057858381,-0.056917578,-0.016765245,-0.016765245,-0.064053754,0.064922353,-0.008613789,0.008304852,0.05738798,0.016765245,0.064488054,0.008459321,0.059786735,0.065040519,17.6491125,25.75269774,0.1688,1.4779,0,2.2062,0,0.06055,0,0
Comp_109,NaYMnReO6_L,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,-153.764318,4.5779,5.555984,5.346961,7.774711,89.754997,90.01635,89.986839,230.96612,P21,4,P4/nmm,129,7.676,4.46,0.659,0.02289575,0.052,0.045,0,2.121,6.172,0.813,0.216,6.2165,4.951,0.6285,0.9575,4.5475,1.558833333,3.461166667,-0.03895475,-0.038973116,0.005273225,0.005273225,0.069153449,0.069030457,-0.017805236,0.017265856,0.038963933,0.005273225,0.069091953,0.017535546,0.039319142,0.07128249,15.03158949,28.85452105,0,1.4779,1.9479,0.5674,0.174,0.189,0,1
Comp_110,NaYMnReO6_R,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,-153.37734,4.4098,5.633466,5.3323,7.650145,90.423965,89.999062,90.007233,229.798943,Pc,7,F-4 3m,216,7.615,4.472,0.6835,0.024087083,0.053,0.048,0,2.121,6.166,0.821,0.218,6.218,4.949,0.6235,0.972,4.528,1.558833333,3.461083333,0.057576599,-0.056644317,-0.016492773,-0.016492773,-0.064069943,0.06498939,-0.008343976,0.008005423,0.057110458,0.016492773,0.064529667,0.0081747,0.059444226,0.065045397,17.67292315,25.74896434,0,1.2021,1.7098,0.53505,0,0,0.159,2
Comp_111,NaYNiOsO6_C,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,-135.593119,3.98421372,5.512878,5.295854,7.529223,90.103432,90.091896,89.032089,219.786679,P-1,2,P42/mmc,131,0.154,1.7065,1.318,0.044916667,0.055,0.05,0,2.123,6.178,0.839,0.3495,0.466,8.243,0.6715,1.065,5.8375,1.556666667,3.45075,0.057062381,-0.055934232,-0.019459961,-0.019459961,-0.06439709,0.065213139,-0.012885512,0.012370178,0.056498306,0.019459961,0.064805114,0.012627845,0.059755742,0.066023975,16.52002386,23.71625968,0.0582,1.1462,0,7.5377,0,0.1698,0,0
Comp_112,NaYNiOsO6_L,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,-135.842404,4.04376751,5.491235,5.284251,7.592211,90.219383,90.002281,89.987083,220.302059,P21,4,P4/nmm,129,0.168,1.689,1.301,0.048,0.054,0.049,0,2.124,6.182,0.833,0.35,0.465,8.248,0.674,1.051,5.86,1.557,3.44975,-0.046440245,-0.046191181,0.008605597,0.008605597,0.068005014,0.068071717,-0.018646021,0.018106065,0.046315713,0.008605597,0.068038366,0.018376043,0.047108402,0.070476224,15.00234805,26.50012177,0,1.2453,1.4795,0.4046,0.4655,0.1133,0,1
Comp_113,NaYNiOsO6_R,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,-135.455958,4.00589954,5.537592,5.261403,7.516756,90.521255,90.000061,89.994057,218.995406,Pc,7,F-4 3m,216,0.157,1.7,1.331,0.041666667,0.056,0.052,0,2.123,6.177,0.835,0.352,0.469,8.246,0.672,1.065,5.841,1.556583333,3.4505,0.051487972,-0.050457979,-0.014236085,-0.014236085,0.077553827,-1.050457979,0.01948019,0.019653489,0.050972975,0.014236085,0.564005903,0.01956684,0.052923627,0.564345214,16.54356906,21.98243504,0,1.1995,1.6555,0.52165,0,0,0.1183,2
Comp_114,NaYNiReO6_C,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.55,1.0995,0.62,0.879350081,-142.226046,4.5696,5.503943,5.304659,7.581087,90.118996,90.054832,88.659279,221.280367,P-1,2,P42/mmc,131,1.964,0.002,0.003,0.01198,0.053,0.049,0,2.122,6.175,0.836,0.3475,0.4625,8.241,0.629,0.9865,4.543,1.558,3.464,0.056307682,-0.055504777,-0.018137149,-0.018137149,-0.06225614,0.062953272,-0.008416021,0.007870456,0.055906229,0.018137149,0.062604706,0.008143239,0.058774677,0.063132096,16.22830782,23.75608741,0.0479,1.0708,0,7.5762,0,0.1754,0,0
Comp_115,NaYNiReO6_L,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,-142.22624,4.569,5.50458,5.304558,7.580082,90.126968,90.067429,88.652039,221.271625,P21,4,P4/nmm,129,1.964,0.002,0.003,0.014000167,0.053,0.049,0,2.122,6.175,0.837,0.3475,0.463,8.241,0.629,0.9865,4.543,1.558,3.464,0.056208602,-0.055470068,-0.018170753,-0.018170753,-0.062325086,0.063038427,-0.008424857,0.007845133,0.055839335,0.018170753,0.062681757,0.008134995,0.058721441,0.063207442,16.22362383,23.78043799,0,1.2335,1.5596,0.4166,0.4562,0.0622,0,1
Comp_116,NaYNiReO6_R,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.55,1.0995,0.62,0.879350081,-142.073853,4.6563,5.548247006,5.265106,7.550575,90.471497,89.996925,89.99926,220.560738,Pc,7,F-4 3m,216,2.005,0.001,0.002,0.021437167,0.054,0.05,0,2.121,6.175,0.8345,0.346,0.4605,8.252,0.631,0.986,4.53,1.557916667,3.46325,0.048086808,-0.047367198,-0.013516178,-0.013516178,0.074794738,-1.047367198,0.019117448,0.019154735,0.047727003,0.013516178,0.561080968,0.019136092,0.04960397,0.561407198,16.35320673,20.96548115,0,1.1396,1.6364,0.50505,0,0,0.1229,2
Comp_117,NaYNiWO6_C,Na,Y,Ni,W,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.6,1.0995,0.645,0.868330657,-149.2526147,3.96692084,5.557874,5.327495,7.612483,89.836456,89.879791,88.675186,225.340508,P-1,2,P42/mmc,131,4.001,1.7065,0.0415,0.037333333,0.053,0.049,0,2.118,6.169,0.819,0.347,0.463,8.2195,0.722,1.148,4.074,1.5575,3.478416667,0.050391022,-0.049986284,-0.015405683,-0.015405683,-0.063550054,0.064781346,-0.014792784,0.014043652,0.050188653,0.015405683,0.0641657,0.014418218,0.052499866,0.06576566,15.89053765,22.25571532,0.0479,1.0708,0,7.5762,0,0.1754,0,0
Comp_118,NaYNiWO6_R,Na,Ln,Ni,W,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.6,1.0995,0.645,0.868330657,-149.751974,3.7064,5.540279,5.290389,7.59636,90.175247,89.998703,89.994141,222.650035,Pc,7,F-4 3m,216,3.998,1.706,0.045,0.003521417,0.052,0.049,0,2.12,6.174,0.822,0.346,0.459,8.214,0.723,1.144,4.0795,1.557416667,3.479166667,0.044093605,-0.043260832,-0.011317293,-0.011317293,0.075727279,-1.043260832,0.018093784,0.017625571,0.043677218,0.011317293,0.559494056,0.017859678,0.045119625,0.559779033,16.00581669,20.81062632,0,1.1382,1.5937,0.4861,0,0,0.12725,2
Comp_119,NaYVOsO6_L,Na,Y,V,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.545,1.0995,0.5925,0.891799053,-151.429592,5.11561365,5.467705,5.281967,7.62509,89.923912,89.999939,89.997589,220.214235,P21,4,P4/nmm,129,1.955,1.2275,1.562,0.104,0.05,0.0455,0,2.121,6.176,0.829,0.516,0.9765,3.56,0.592,0.866,5.968,1.552,3.4705,-0.03892332,-0.038873782,0.007644554,0.007644554,0.062974156,0.062981002,-0.015622342,0.015062584,0.038898551,0.007644554,0.062977579,0.015342463,0.039642609,0.064819492,12.18482178,23.16959838,0,1.12209,1.41549,0.598485,0.36065,0.04472,0,1
Comp_120,NdSnMnNiO6_C,Nd,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.109,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.562593,5.87874691,5.292567,5.520325,7.643674,88.131393,89.206444,93.112976,222.847411,P-1,2,P42/mmc,131,9.7,2.754,1.75,0.0525,2.09,5.907,0.823,1.16,1.604,0.625,0.317,0.4685,4.9445,0.3615,0.47,8.2165,1.561666667,3.451833333,-0.016411745,0.016411745,-0.067121193,-0.067121193,0.01135189,-0.011351931,-0.062388789,0.062388748,0.016411745,0.067121193,0.011351911,0.062388769,0.06909848,0.063413124,21.84432991,27.29217057,0.26505,1.45635,0,2.14897,0,0.305015,0,0
Comp_121,NdSnMnNiO6_L,Nd,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.109,0.81,0.53,0.69,0.67,0.61,0.728862974,-137.900128,5.91228044,5.283393,5.461783,7.570332,90,89.681328,90,218.451764,P21,4,P4/nmm,129,8.353,2.4865,1.731,0.01825,2.089,5.905,0.8475,1.3635,1.1715,0.376,0.356,0.5675,4.926,0.3635,0.481,8.2275,1.565666667,3.434583333,-0.015478583,0.015478563,-0.054852743,-0.054852743,0.016978746,-0.016978767,0.061466574,0.061466554,0.015478573,0.054852743,0.016978756,0.061466564,0.056994821,0.063768462,19.94102255,21.09869395,0,1.0692,1.68112,0.81687,0.33129,0.04331,0,1
Comp_122,RbTmCrReO6_R,Rb,Tm,Cr,Re,1,3,8,8,2,6,6,6,1.61,0.994,0.8,0.55,1.302,0.675,0.926187857,-147.662418,4.6666274,5.583385,5.450974,7.706159,90.06147,90.056229,89.996964,234.535855,Pc,7,F-4 3m,216,1.815,0.024,0.02,0.036583333,1.951,5.3765,0.08,0.382,6.93,1.24,0.3835,0.6465,4.1805,0.5575,0.8105,4.594,1.55375,3.466583333,0.014565036,-0.013748008,-0.000461297,-0.000461297,0.055510224,-1.013748008,0.025451115,0.025064299,0.014156522,0.000461297,0.534629116,0.025257707,0.014164036,0.535225414,13.93945576,5.012586787,0,0.556,1.5032,0.39585,0,0,0.0286,2
Comp_123,RbTmCrWO6_R,Rb,Tm,Cr,W,1,3,8,8,2,6,6,6,1.61,0.994,0.8,0.6,1.302,0.7,0.914892883,-156.391848,4.40401623,5.613424,5.446533,8.246156,90.070175,90.006477,89.983879,252.115263,Pc,7,F-4 3m,216,7.649,0.033,0,0.01125,1.947,5.368,0.068,0.403,6.996,1.304,0.293,0.418,4.25,0.697,1.073,4.105,1.559166667,3.471666667,0.019081352,-0.018244752,-0.004249282,-0.004249282,0.055816839,-1.018244752,0.039891011,0.039777574,0.018663052,0.004249282,0.537030796,0.039834292,0.019140687,0.538506125,17.07361997,5.52409409,0,0.5239,1.7978,0.53925,0,0,0.3776,2
Comp_124,RbTmVReO6_R,Rb,Tm,V,Re,1,3,8,8,2,6,6,6,1.61,0.994,0.64,0.55,1.302,0.595,0.964282987,-148.861621,4.74178425,5.612933,5.462659,7.701333,90.070267,89.994499,90.007271,236.134545,Pc,7,F-4 3m,216,0.12,0.014,0.015,0.037583333,1.95,5.375,0.079,0.379,6.9255,1.229,0.435,0.789,3.41,0.554,0.8055,4.612,1.55525,3.464833333,0.019175023,-0.01840335,-0.001469058,-0.001469058,0.057817516,-1.01840335,0.026268399,0.026251973,0.018789186,0.001469058,0.538110433,0.026260186,0.018846529,0.53875081,13.85090239,7.109183902,0,0.6552,1.505,0.4053,0,0,0.0441,2
Comp_125,RbTmVWO6_R,Rb,Tm,V,W,1,3,8,8,2,6,6,6,1.61,0.994,0.64,0.6,1.302,0.62,0.952045893,-157.565059,5.02519116,5.679349,5.508111,7.779477,89.829056,90.002724,89.996086,243.360267,Pc,7,F-4 3m,216,5.638,0.03,0.0045,0.003833333,1.948,5.372,0.075,0.385,6.9465,1.2495,0.346,0.5745,3.417,0.688,1.0555,4.1115,1.5565,3.47625,0.016135665,-0.015260666,-0.001704378,-0.001704378,0.061472436,-1.015260666,0.028688833,0.02878737,0.015698166,0.001704378,0.538366551,0.028738101,0.015790418,0.539133028,15.42314895,6.993505914,0,0.6075,1.6425,0.4399,0,0,0.1612,2
Comp_126,RbYCoReO6_L,Rb,Y,Co,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.55,1.3145,0.6475,0.943364496,-143.738194,3.96709454,5.469385,5.276755,9.35962,86.878258,90.002312,90.00235,269.723452,P21,4,P4/nmm,129,3.885,2.637,0.7375,0.019,1.938,5.354,0.037,2.122,6.173,0.822,0.333,0.4245,7.176,0.632,0.9535,4.586,1.5595,3.4555,0.00577166,0.00596892,0.017894807,0.017894807,0.058340668,0.058263657,-0.021526293,0.021013798,0.00587029,0.017894807,0.058302163,0.021270045,0.018833067,0.062060914,7.687206018,23.83826117,0,0.93693,0.93529,0.359565,0.80254,0.00914,0,1
Comp_127,RbYCrOsO6_R,Rb,Y,Cr,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.545,1.3145,0.6725,0.931703624,-145.676002,4.49628933,5.580706,5.464483,7.740271,89.963707,89.994141,90.002014,236.04471,Pc,7,F-4 3m,216,0.099,0.026,0.02,0.114333333,1.95,5.376,0.079,2.114,6.124,0.7705,0.388,0.658,4.175,0.602,0.892,5.844,1.555,3.458166667,0.013376365,-0.01266735,-0.000936419,-0.000936419,0.05368755,-1.01266735,0.019969435,0.019946092,0.013021857,0.000936419,0.53317745,0.019957764,0.013055483,0.533550846,12.56073745,6.365437415,0,0.561,1.3355,0.35185,0,0,0.02295,2
Comp_128,RbYCrWO6_C,Rb,Y,Cr,W,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.6,1.3145,0.7,0.919205161,-159.785194,4.47394011,5.812552,5.768918,7.662055,91.189812,91.132484,83.226074,255.037709,P-1,2,P42/mmc,131,7.622,3.5775,0.149,0.018166667,1.946,5.366,0.062,2.112,6.1205,0.756,0.33,0.482,4.3005,0.7015,1.1035,4.093,1.56325,3.473416667,0.020583892,-0.021864117,-0.01684287,-0.01684287,-0.037688474,0.042501771,0.028394446,-0.02513563,0.021224005,0.01684287,0.040095123,0.026765038,0.02709503,0.048207739,11.03218854,21.38817498,0.0187,1.1213,0,1.2865,0,0.30245,0,0
Comp_129,RbYFeReO6_L,Rb,Y,Fe,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.55,1.3145,0.665,0.935171504,-147.3345,4.00824972,5.520309,5.339923,9.241443,87.2229,89.941193,88.745445,272.034313,P21,4,P4/nmm,129,9.828,3.652,0.8605,0.050166667,1.9385,5.353,0.038,2.121,6.167,0.8065,0.3185,0.4065,6.1225,0.6285,0.9445,4.5825,1.560416667,3.454833333,-0.002302803,-0.00059116,0.02191345,0.02191345,0.061533029,0.061449016,-0.020156359,0.013589362,0.001446981,0.02191345,0.061491022,0.016872861,0.021961171,0.063763934,7.788377649,24.95527698,0,1.12392,1.43949,0.397725,1.66447,0.05658,0,1
Comp_130,RbYFeWO6_C,Rb,Y,Fe,W,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.6,1.3145,0.69,0.923711069,-155.258375,4.2345,5.712844,5.609367,7.743811,89.562256,90.589432,88.651314,248.064235,P-1,2,P42/mmc,131,7.91,3.7175,0.0245,0.001433667,1.948,5.368,0.068,2.105,6.11,0.7315,0.2905,0.3785,6.094,0.707,1.1105,4.0795,1.55925,3.465416667,0.024727279,-0.024312096,0.000214014,0.000214014,-0.050333614,0.051436272,-0.016538065,0.015762371,0.024519687,0.000214014,0.050884943,0.016150218,0.024520621,0.053386393,12.4361836,12.15586902,0.097,0.6967,0,1.4536,0,0.2814,0,0
Comp_131,RbYFeWO6_R,Rb,Y,Fe,W,1,3,8,8,2,6,6,6,1.61,1.019,0.78,0.6,1.3145,0.69,0.923711069,-155.462047,4.19511198,5.708687,5.514185,7.901986,89.816498,89.994209,90.015434,248.743426,Pc,7,F-4 3m,216,7.892,3.71,0.04,0.023833333,1.947,5.37,0.068,2.117,6.137,0.78,0.277,0.351,6.076,0.705,1.0915,4.109,1.561,3.46525,0.014119913,-0.013259078,-0.000230502,-0.000230502,0.061838082,-1.013259078,0.023333102,0.023203771,0.013689495,0.000230502,0.53754858,0.023268437,0.013691436,0.538051945,14.0685299,9.029973913,0,0.6969,1.5153,0.44,0,0,0.207,2
Comp_132,RbYMnReO6_C,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-150.366057,4.09155843,5.746124,5.634502,7.81961,89.535828,91.16716,88.07653,252.967024,P-1,2,P42/mmc,131,7.629,4.5,0.704,0.016333333,1.947,5.365,0.065,2.11,6.115,0.75,0.2095,6.203,4.943,0.6175,0.953,4.5025,1.560666667,3.448833333,0.03596104,-0.035256179,-0.003658795,-0.003658795,-0.05289078,0.053699834,-0.006367792,0.00589237,0.03560861,0.003658795,0.053295307,0.006130081,0.035796087,0.053646693,12.89031635,17.8613452,0.0729,0.904,0,1.4828,0,0.30195,0,0
Comp_133,RbYMnReO6_L,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-151.524938,4.12466687,5.592387,5.412084,8.850473,88.344063,90.006271,89.985573,267.760683,P21,4,P4/nmm,129,7.525,4.446,0.688,0.033416667,1.941,5.354,0.045,2.118,6.159,0.7855,0.226,6.218,4.951,0.628,0.946,4.58,1.563666667,3.455583333,-0.008472786,-0.008483461,0.016856188,0.016856188,0.064452106,0.064481652,-0.012933713,0.012425948,0.008478123,0.016856188,0.064466879,0.01267983,0.018868218,0.065702029,6.402242181,25.22896547,0,1.16799,1.31336,0.392415,1.44552,0.05166,0,1
Comp_134,RbYMnReO6_R,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-150.482535,4.28722112,5.754154,5.558311,7.881858,89.883858,89.999657,89.985291,252.087918,Pc,7,F-4 3m,216,7.669,4.497,0.685,0.0155,1.947,5.365,0.066,2.117,6.135,0.787,0.204,6.194,4.933,0.615,0.935,4.513,1.560833333,3.4475,0.016123141,-0.015391835,0.000572312,0.000572312,0.068049186,-1.015391835,0.020469156,0.02060733,0.015757488,0.000572312,0.541720511,0.020538243,0.015767878,0.542109704,14.39909381,10.66742413,0,0.7981,1.5281,0.46085,0,0,0.23145,2
Comp_135,RbYMnWO6_C,Rb,Y,Mn,W,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.6,1.3145,0.715,0.912528126,-159.399286,4.09240192,5.740463,5.642285,7.860745,88.809532,91.429695,89.383949,254.453914,P-1,2,P42/mmc,131,9.61,4.5395,0.08,0.019916667,1.948,5.366,0.067,2.107,6.113,0.741,0.205,6.195,4.9385,0.705,1.1085,4.065,1.5605,3.462916667,0.029380007,-0.029083588,0.001434449,0.001434449,-0.050390028,0.05196159,-0.019220158,0.018150379,0.029231798,0.001434449,0.051175809,0.018685269,0.029266972,0.054480297,13.37787057,10.66212393,0.1663,0.7104,0,1.5945,0,0.32455,0,0
Comp_136,RbYNiOsO6_C,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-132.322494,3.77100612,5.636164,5.569323,7.592604,89.44735,90.5196,88.402687,238.214853,P-1,2,P42/mmc,131,0.2,1.7375,1.297,0.05,1.948,5.366,0.068,2.11,6.1215,0.752,0.34,0.443,8.2095,0.6625,1.035,5.816,1.56,3.439166667,0.026971746,-0.026205596,-0.00423846,-0.00423846,-0.047216282,0.048071693,-0.004013684,0.003489999,0.026588671,0.00423846,0.047643987,0.003751842,0.026924375,0.047791483,11.64468464,13.71959468,0.0845,0.7146,0,1.2878,0,0.27805,0,0
Comp_137,RbYNiOsO6_R,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-131.931912,3.79369235,5.641764,5.478571,7.706214,89.907341,89.999367,89.996147,238.189554,Pc,7,F-4 3m,216,0.199,1.7205,1.2935,0.0465,1.949,5.369,0.074,2.1155,6.132,0.781,0.33,0.419,8.197,0.657,1.022,5.827,1.56125,3.4345,0.013176878,-0.012559011,0.000278095,0.000278095,0.063165487,-1.012559011,0.019162191,0.019287835,0.012867944,0.000278095,0.537862249,0.019225013,0.012870949,0.538205723,13.33666747,8.08794682,0,0.6543,1.3926,0.4043,0,0,0.1297,2
Comp_138,RbYNiWO6_C,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-148.175851,3.52525487,5.612983,5.554517,7.687695,89.668854,90.435173,88.837204,239.621927,P-1,2,P42/mmc,131,4.023,1.7705,0.0245,0.031333333,1.948,5.371,0.069,2.103,6.103,0.7215,0.341,0.4465,8.2045,0.71,1.1195,4.1005,1.558,3.46625,0.02084162,-0.020200249,-0.002812852,-0.002812852,-0.044169866,0.045298195,-0.004475925,0.003795252,0.020520935,0.002812852,0.04473403,0.004135588,0.020712819,0.044924788,10.68588219,11.62274161,0.0722,0.6434,0,1.2341,0,0.2446,0,0
Comp_139,RbYNiWO6_R,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-148.148518,3.30956101,5.66393,5.492167,7.743951,89.958984,90.000153,89.998001,240.892946,Pc,7,F-4 3m,216,4.008,1.773,0.0345,0.028166667,1.948,5.373,0.073,2.113,6.129,0.762,0.325,0.409,8.17,0.706,1.098,4.115,1.558666667,3.4645,0.011738588,-0.010923874,-0.000689572,-0.000689572,0.065780557,-1.010923874,0.018775092,0.01885805,0.011331231,0.000689572,0.538352216,0.018816571,0.011352194,0.538680955,12.98656636,8.651748346,0,0.6852,1.3818,0.3994,0,0,0.14755,2
Comp_140,RbYVOsO6_C,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-147.93029,4.79540588,5.598976,5.505255,7.659075,90.216919,89.814392,87.852997,235.912961,P-1,2,P42/mmc,131,3.782,0.0155,0.0095,0.089,1.948,5.369,0.07,2.108,6.116,0.748,0.488,0.9315,3.4835,0.589,0.8525,5.9275,1.555333333,3.458083333,0.020767756,-0.020149706,-0.004706103,-0.004706103,-0.044118599,0.044908927,-0.001167498,0.000605109,0.020458731,0.004706103,0.044513763,0.000886304,0.020993024,0.044522586,9.817630314,14.19487107,0.0475,0.6948,0,1.1202,0,0.2711,0,0
Comp_141,RbYVOsO6_R,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-147.256791,4.7723757,5.593622,5.47294,7.680184,89.896294,89.994667,90.000343,235.117393,Pc,7,F-4 3m,216,1.922,0.016,0.013,0.11475,1.95,5.376,0.08,2.111,6.117,0.7595,0.475,0.894,3.452,0.582,0.849,5.9105,1.556333333,3.455166667,0.013984057,-0.013286468,-0.000774528,-0.000774528,0.049897296,-1.013286468,0.020623821,0.020766635,0.013635262,0.000774528,0.531591882,0.020695228,0.013657242,0.531994569,11.95850834,6.10707654,0,0.5647,1.3072,0.3266,0,0,0.0338,2
Comp_142,RbYVWO6_C,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-161.214946,5.27770826,5.640933,5.563927,7.776839,89.71051,90.508621,89.097786,244.038672,P-1,2,P42/mmc,131,5.393,2.3275,0.3145,0.007583333,1.948,5.3685,0.069,2.103,6.101,0.729,0.386,0.67,3.4595,0.683,1.0535,4.117,1.558333333,3.474083333,0.021358507,-0.020240348,-0.003612571,-0.003612571,-0.043062811,0.043494386,-0.004521832,0.00405153,0.020799428,0.003612571,0.043278599,0.004286681,0.021110823,0.043490375,10.54556391,12.18535229,0.0651,0.6664,0,1.2415,0,0.25405,0,0
Comp_143,RbYVWO6_R,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-161.075617,5.16769558,5.684725,5.531951,7.82177,89.902336,89.999527,90.013123,245.975705,Pc,7,F-4 3m,216,5.605,2.466,0.267,0.004232667,1.948,5.371,0.073,2.113,6.125,0.769,0.351,0.588,3.423,0.689,1.061,4.115,1.556666667,3.472166667,0.014179123,-0.013335932,-0.001463293,-0.001463293,0.058539742,-1.013335932,0.02282286,0.022572781,0.013757528,0.001463293,0.535937837,0.02269782,0.013835129,0.536418266,13.81612297,7.655714712,0,0.611,1.4605,0.3874,0,0,0.14745,2
Comp_144,SmSnMnNiO6_C,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.932353,5.89879947,5.263643,5.521228,7.584844,88.141235,89.037888,92.92292,219.988849,P-1,2,P42/mmc,131,9.703,2.757,1.7515,0.052166667,2.128,6.002,0.912,1.159,1.604,0.629,0.3185,0.472,4.9455,0.363,0.4725,8.219,1.560666667,3.454833333,-0.01839139,0.01839139,-0.071711387,-0.071711387,0.013016574,-0.013016614,-0.064653917,0.064653876,0.01839139,0.071711387,0.013016594,0.064653896,0.074032198,0.065951179,22.54023347,27.62595394,0.25589,1.45985,0,2.2283,0,0.29223,0,0
